"year","julian.day","wild","river.age","sea.age","length","weight","sea.lice","river","country","sex"
2000,150.486369878035,1,2,1,73,3.06,FALSE,"moy","ie",NA
2004,117.658027054457,2,1,2,89.4,4.65,TRUE,"corrib","ie",2
2009,113.239795887739,2,1,2,71.3,2.44,FALSE,"moy","ie",2
2011,119.775238920424,2,1,2,75.6,3.37,FALSE,"corrib","ie",2
2004,102.987868804307,2,2,4,95.9,6.52,FALSE,"oir","fr",2
2004,157.417034014098,2,2,1,69.8,1.95,FALSE,"moy","ie",NA
2014,126.659517723499,2,1,2,77.1,3.47,FALSE,"scorff","fr",2
2016,123.844888369888,2,3,2,77.7,3.38,TRUE,"moy","ie",2
2002,93.5526414428803,1,2,2,85.3,4.89,TRUE,"moy","ie",2
2004,100.196206545321,1,2,3,86.9,4.88,FALSE,"nivelle","fr",2
2000,86.1869415631132,1,2,2,93.1,7.29,TRUE,"corrib","ie",1
2015,161.416941184584,2,1,1,61,1.74,FALSE,"moy","ie",NA
2017,181.989074174171,2,1,1,72.6,2.83,FALSE,"moy","ie",NA
2006,113.996488219278,2,1,3,100.3,5.89,FALSE,"moy","ie",2
2004,101.937683552145,2,1,2,78.1,3.08,FALSE,"scorff","fr",2
2013,150.444655948963,1,2,1,70.5,2.73,FALSE,"moy","ie",NA
2004,167.547866736518,2,1,1,77.7,3.52,FALSE,"corrib","ie",NA
2015,81.6941916345291,1,2,2,78.6,3.25,TRUE,"corrib","ie",2
2000,92.5626361985094,2,1,2,88.3,4.6,FALSE,"oir","fr",1
2005,157.11760608348,2,1,1,75.3,2.8,FALSE,"scorff","fr",NA
2003,118.992365552897,2,1,3,103.6,8.28,TRUE,"corrib","ie",1
2016,184.440878708227,2,1,1,63.8,1.87,FALSE,"corrib","ie",NA
2010,174.077948069369,2,1,1,78.5,3.31,FALSE,"scorff","fr",NA
2004,123.071322538231,1,2,2,79.7,3.88,TRUE,"nivelle","fr",2
2002,128.754253714955,1,1,1,69.8,3.13,FALSE,"nivelle","fr",NA
2004,121.857297185457,1,2,1,66.5,2.29,FALSE,"corrib","ie",NA
2004,109.582251702445,2,1,2,74.9,2.93,FALSE,"nivelle","fr",2
2003,91.803280587989,1,1,2,77,3.56,FALSE,"nivelle","fr",2
2012,166.169585452699,2,1,1,71.6,2.38,FALSE,"oir","fr",NA
2012,177.257828075331,2,1,1,72.2,2.31,FALSE,"corrib","ie",NA
2006,94.7945292558543,1,1,4,98.3,8.85,FALSE,"oir","fr",2
2000,105.986680590045,2,2,3,91.4,5.27,FALSE,"moy","ie",2
2008,96.5040110285859,1,1,2,79,4.24,FALSE,"moy","ie",2
2000,91.2609453318433,1,3,2,84.9,5.22,FALSE,"corrib","ie",2
2008,114.243264236143,2,1,4,87.2,4.31,FALSE,"scorff","fr",1
2002,152.736784728844,2,1,1,63.5,1.6,FALSE,"corrib","ie",NA
2002,105.756018306054,2,1,2,80.6,3.51,FALSE,"corrib","ie",2
2010,127.495563373544,2,1,2,78,2.99,FALSE,"corrib","ie",2
2005,157.811028996459,2,1,1,74.3,2.6,FALSE,"corrib","ie",NA
2010,148.774661058435,1,1,1,65.8,2.29,FALSE,"scorff","fr",NA
2000,142.420913116339,1,1,1,68.8,2.49,FALSE,"moy","ie",NA
2009,92.2191682195654,1,1,4,104.6,9.97,TRUE,"corrib","ie",1
2015,97.8994796606642,1,1,3,80.1,4.27,FALSE,"scorff","fr",2
2003,106.550522903285,1,2,4,91.3,5.5,FALSE,"scorff","fr",2
2002,99.5301644485947,2,1,3,91.1,5.32,FALSE,"corrib","ie",2
2002,151.170454563361,2,1,1,76.8,2.66,FALSE,"corrib","ie",NA
2003,102.5886779034,2,1,2,87.9,4.18,FALSE,"corrib","ie",2
2016,119.123174261533,2,1,2,73.9,2.56,FALSE,"nivelle","fr",2
2016,128.328728691876,2,1,3,90.6,4.27,FALSE,"corrib","ie",2
2008,136.488331413128,2,1,4,100.1,6.81,FALSE,"oir","fr",2
2001,88.2498835947971,1,2,2,75.9,4.14,TRUE,"nivelle","fr",2
2004,116.783779760243,2,1,2,76.1,2.85,FALSE,"nivelle","fr",1
2012,121.176655875265,2,1,2,75.8,3.34,FALSE,"scorff","fr",2
2001,103.687012156844,2,1,4,104.5,7.68,FALSE,"corrib","ie",2
2004,145.689116515645,2,2,1,73.6,2.62,TRUE,"moy","ie",NA
2001,93.5569194760223,2,1,2,87.5,5,FALSE,"nivelle","fr",1
2001,98.1772754270912,1,2,2,73,3.27,FALSE,"scorff","fr",2
2001,160.320121038175,2,1,1,72.4,3.02,FALSE,"moy","ie",NA
2004,126.713433870636,2,1,2,75.7,3.13,FALSE,"scorff","fr",2
2007,119.131317911657,2,1,2,32.0866141732283,3.28,FALSE,"corrib","ie",1
2015,91.693530336255,1,2,4,103.4,7.71,TRUE,"moy","ie",2
2010,145.658418057317,2,1,1,70.1,2.42,FALSE,"moy","ie",NA
2008,163.198440928924,2,1,1,79.9,3.29,FALSE,"corrib","ie",NA
2016,165.246008786053,1,1,1,68.1,2.66,FALSE,"moy","ie",NA
2009,117.345063417783,2,1,2,80.2,2.91,FALSE,"corrib","ie",1
2009,101.851513847947,1,2,4,102.5,8.87,FALSE,"moy","ie",2
2006,85.4874109944077,1,2,2,74.6,3.33,FALSE,"scorff","fr",2
2003,103.350811107572,1,1,2,82.2,4.57,FALSE,"oir","fr",2
2007,122.603766852096,1,2,2,33.4645669291339,4.8,FALSE,"corrib","ie",2
2004,152.481361415026,2,1,1,64.8,1.59,FALSE,"corrib","ie",NA
2001,115.487623227243,2,1,2,84.6,4.49,FALSE,"moy","ie",2
2002,111.937814568651,2,1,2,81.6,3.58,FALSE,"moy","ie",2
2001,110.057459178969,2,1,2,82.7,4.14,TRUE,"nivelle","fr",2
2014,177.175784883036,2,1,1,68.3,1.83,TRUE,"moy","ie",NA
2002,99.1590318758755,2,2,2,86.1,4.14,FALSE,"nivelle","fr",2
2005,148.341593265063,1,1,1,67.2,2.62,FALSE,"scorff","fr",NA
2017,115.787551365662,2,1,3,88.5,4.62,FALSE,"moy","ie",2
2006,139.789572678583,1,1,1,64.7,2.2,FALSE,"scorff","fr",NA
2002,106.848216280409,2,1,2,82.5,4.08,FALSE,"corrib","ie",2
2015,153.518795823495,1,1,1,62.8,2.5,FALSE,"corrib","ie",NA
2013,117.944063722497,2,1,3,96.5,6.01,FALSE,"corrib","ie",1
2010,144.86298324542,1,2,1,61.9,2.05,FALSE,"nivelle","fr",NA
2015,106.687385242626,1,2,4,107.6,10.23,FALSE,"moy","ie",2
2017,169.282714399411,1,2,1,69.5,2.52,FALSE,"corrib","ie",NA
2000,76.4105521796442,1,1,2,80.4,4.49,FALSE,"corrib","ie",2
2009,162.731848720343,1,2,1,62.7,2.17,FALSE,"oir","fr",NA
2002,101.757693088347,2,1,2,85.7,5.2,FALSE,"oir","fr",2
2009,145.095579464144,1,1,1,81.5,4.37,FALSE,"moy","ie",NA
2001,105.86524853725,1,2,2,87.6,5.97,TRUE,"nivelle","fr",2
2002,119.922066612039,2,2,2,89.7,4.94,FALSE,"corrib","ie",2
2006,112.805705289965,2,2,2,84.8,4.06,FALSE,"moy","ie",1
2004,122.318365751138,2,1,2,86.7,4.37,FALSE,"corrib","ie",2
2007,141.914717833409,1,2,1,27.5196850393701,2.76,TRUE,"moy","ie",NA
2002,102.646486188979,2,1,2,72.8,2.84,FALSE,"oir","fr",2
2014,129.111928637549,2,1,2,81.7,4.37,FALSE,"corrib","ie",2
2016,178.607221974167,2,1,1,61.9,1.7,FALSE,"scorff","fr",NA
2003,100.094544098707,1,2,2,91.8,6.66,FALSE,"corrib","ie",2
2005,85.2595949613728,1,1,3,89.6,5.47,FALSE,"nivelle","fr",2
2003,89.1751672415651,1,3,4,98.1,7.34,FALSE,"moy","ie",2
2007,109.359588308172,2,1,2,82.2,4.15,FALSE,"oir","fr",2
2005,115.130781030181,2,1,2,88.2,5.1,FALSE,"moy","ie",2
2002,85.973452700423,1,1,4,96.4,8.09,TRUE,"scorff","fr",2
2008,158.302194011395,2,1,1,76.1,2.93,FALSE,"nivelle","fr",NA
2009,106.107878599691,2,1,2,87.1,4.27,FALSE,"moy","ie",2
2006,132.435189580012,1,1,1,67,2.48,FALSE,"nivelle","fr",NA
2012,82.2639988102786,1,2,2,77.1,3.23,FALSE,"nivelle","fr",1
2006,159.072266571787,1,2,1,79.8,3.79,FALSE,"corrib","ie",NA
2004,104.115624490766,1,2,2,81.2,4.07,FALSE,"corrib","ie",2
2015,131.366871445708,2,1,2,73.3,2.47,FALSE,"scorff","fr",1
2000,94.8152952797667,2,3,2,80.4,3.68,FALSE,"scorff","fr",2
2001,108.099494945387,2,1,4,100.2,6.76,FALSE,"corrib","ie",2
2006,91.013286150458,1,1,2,92.4,6.72,FALSE,"moy","ie",2
2009,130.080001491147,2,1,2,82.2,3.5,FALSE,"moy","ie",2
2001,87.6898722336928,1,1,2,80.2,4.72,FALSE,"nivelle","fr",2
2000,130.307574154279,1,2,1,68.6,2.78,FALSE,"moy","ie",NA
2003,150.81984128876,2,1,1,71.5,2.28,FALSE,"corrib","ie",NA
2014,135.172267160425,1,1,1,82.8,4.25,FALSE,"corrib","ie",NA
2016,184.576663410707,2,1,1,67.7,2.43,FALSE,"scorff","fr",NA
2016,101.121160643594,1,2,4,98.5,8.31,FALSE,"moy","ie",2
2007,119.482634389709,2,1,2,30.3937007874016,3.25,FALSE,"corrib","ie",1
2000,111.979558778814,2,1,2,85.3,4.2,FALSE,"moy","ie",2
2011,112.013185012758,1,2,4,98.3,7.86,FALSE,"corrib","ie",2
2002,163.657001334533,2,1,1,76.4,2.82,FALSE,"moy","ie",NA
2015,137.850250112573,1,2,2,83.1,4.67,TRUE,"scorff","fr",2
2007,165.938849761135,2,1,1,66,1.99,FALSE,"scorff","fr",NA
2015,171.834023812682,2,2,1,68.6,2.37,FALSE,"moy","ie",NA
2009,138.544548534411,1,2,1,67,2.25,FALSE,"moy","ie",NA
2003,102.021299298005,2,1,2,80.6,3.35,FALSE,"oir","fr",2
2017,102.755747367579,2,1,2,76.9,3.54,FALSE,"moy","ie",2
2003,115.146294124108,2,1,2,84.7,4.9,FALSE,"scorff","fr",2
2007,76.8097232021066,1,1,3,91.7,6.59,FALSE,"scorff","fr",2
2001,69.9985029456879,1,2,2,84.1,4.63,FALSE,"corrib","ie",2
2004,135.036264646325,1,2,1,67.9,2.83,TRUE,"moy","ie",NA
2011,105.536140655325,1,1,2,73.9,3.04,TRUE,"scorff","fr",2
2007,108.532117595743,2,1,4,88.4,5.23,TRUE,"oir","fr",2
2000,86.7886847543671,1,2,2,91,5.41,TRUE,"corrib","ie",1
2010,97.6587683175476,1,2,4,91.6,5.94,FALSE,"scorff","fr",2
2007,95.1703480136791,2,1,2,75.3,2.92,TRUE,"scorff","fr",2
2008,75.2425962205052,1,2,2,79.7,4.04,FALSE,"scorff","fr",2
2009,164.054528286554,2,1,1,69.6,2.27,FALSE,"nivelle","fr",NA
2002,83.7056104882034,2,1,2,80.8,3.82,FALSE,"oir","fr",2
2010,147.015341317234,1,2,1,65.4,2.21,FALSE,"moy","ie",NA
2007,140.644741255474,1,2,1,66.9,3.08,FALSE,"scorff","fr",NA
2002,72.3168804999211,1,1,3,92.3,5.27,FALSE,"moy","ie",2
2003,170.916199869229,2,2,1,75,2.81,FALSE,"corrib","ie",NA
2005,105.051474048689,2,1,2,78.5,3.22,FALSE,"scorff","fr",2
2005,119.431860399149,2,1,2,85,4.02,TRUE,"moy","ie",2
2004,109.332712955971,2,2,2,92.2,5.25,TRUE,"moy","ie",2
2008,169.225948320837,2,1,1,80.6,3.58,FALSE,"moy","ie",NA
2000,102.106465218038,1,2,2,82.2,4.75,FALSE,"moy","ie",2
2005,136.616216606655,1,1,1,67.9,2.32,FALSE,"oir","fr",NA
2005,162.759509113389,2,1,1,67.6,2.24,FALSE,"corrib","ie",NA
2012,175.775322509255,1,1,1,66.5,2.65,FALSE,"scorff","fr",NA
2001,110.645608419808,2,1,2,94.7,6.24,FALSE,"moy","ie",2
2004,134.031998600121,1,1,1,69.3,3.13,FALSE,"corrib","ie",NA
2009,95.4151272192505,1,1,2,84.9,4.5,TRUE,"oir","fr",1
2011,116.171056805595,1,3,2,84.6,4.48,FALSE,"moy","ie",1
2007,149.895857675597,2,2,1,26.7716535433071,2.09,FALSE,"corrib","ie",NA
2004,92.5821454602908,1,1,2,76.7,3.77,FALSE,"nivelle","fr",2
2004,90.5855710842284,1,3,4,90.2,5.97,FALSE,"scorff","fr",1
2010,116.638177054119,1,2,4,82.1,4.65,FALSE,"nivelle","fr",2
2017,157.913462887264,1,2,1,63.5,1.98,FALSE,"scorff","fr",NA
2002,100.49761304715,2,1,4,88.7,5.2,FALSE,"scorff","fr",2
2007,114.617403261926,2,1,2,33.6220472440945,3.66,TRUE,"moy","ie",2
2001,111.584246249063,2,1,2,85.5,4.46,FALSE,"nivelle","fr",1
2006,135.246016438181,2,1,1,64.9,1.71,FALSE,"nivelle","fr",NA
2012,157.033903065889,2,1,1,63.3,1.63,FALSE,"scorff","fr",NA
2002,99.5299717123242,1,2,2,90,6.25,TRUE,"nivelle","fr",2
2001,109.457544855292,2,1,2,77.5,3.04,FALSE,"scorff","fr",2
2007,105.507009540013,2,1,2,36.496062992126,5.82,FALSE,"moy","ie",2
2015,117.320674664005,1,2,4,85.1,4.84,FALSE,"oir","fr",1
2003,107.878366679453,2,1,2,89.8,3.53,FALSE,"corrib","ie",2
2003,99.4701004149157,1,3,4,108,9.69,TRUE,"corrib","ie",2
2001,165.963645352665,2,1,1,68.4,2.47,FALSE,"corrib","ie",NA
2003,94.0192618446017,1,2,2,78.7,4.24,TRUE,"moy","ie",2
2000,72.7599055914928,1,3,3,99.2,8.88,TRUE,"moy","ie",2
2007,163.730674565187,2,1,1,69.9,2.51,FALSE,"scorff","fr",NA
2007,86.4385529924135,1,2,2,73.9,3.61,FALSE,"scorff","fr",1
2004,104.225307483656,1,1,2,76.4,3.44,FALSE,"nivelle","fr",2
2017,173.100373303475,2,1,1,66.7,1.77,FALSE,"nivelle","fr",NA
2015,106.420816988042,1,2,2,71.2,3.28,FALSE,"oir","fr",2
2013,155.003325511799,1,1,1,61.5,2.03,FALSE,"oir","fr",NA
2010,145.33942455818,2,2,1,59.7,1.44,FALSE,"scorff","fr",NA
2007,163.852421924184,2,3,1,26.0236220472441,1.96,FALSE,"corrib","ie",NA
2005,103.456361376921,1,2,2,84.9,4.75,FALSE,"corrib","ie",1
2017,145.330641643413,1,2,1,71.9,3.18,TRUE,"corrib","ie",NA
2000,101.814205539729,2,1,4,90.6,4.72,FALSE,"oir","fr",2
2005,96.412341243964,2,2,2,77.4,3.73,FALSE,"nivelle","fr",2
2015,91.3270879854696,1,1,2,83.3,4.09,TRUE,"nivelle","fr",2
2001,100.479649290865,2,2,4,90.7,4.35,FALSE,"nivelle","fr",2
2017,162.353192245547,1,2,1,65,1.99,FALSE,"corrib","ie",NA
2013,104.476359619135,1,1,3,89.2,5.87,FALSE,"corrib","ie",2
2003,100.252165106156,1,2,2,90,6.16,TRUE,"moy","ie",2
2010,112.650066262685,2,1,4,76.3,2.71,FALSE,"nivelle","fr",2
2010,161.156467489158,2,1,1,68,2.16,FALSE,"nivelle","fr",NA
2001,109.340327913653,2,1,2,82.1,3.96,FALSE,"corrib","ie",2
2013,115.575355959997,1,2,2,82.4,4.65,TRUE,"corrib","ie",2
2009,96.6764119461463,1,3,2,74.7,3.14,FALSE,"scorff","fr",2
2008,94.3062738251088,1,2,3,106.3,9.59,TRUE,"moy","ie",2
2000,135.706109376479,2,1,1,61.5,1.35,FALSE,"moy","ie",NA
2007,159.534444180321,2,2,1,29.3307086614173,2.61,FALSE,"moy","ie",NA
2014,175.246415446745,2,1,1,62.9,1.6,FALSE,"oir","fr",NA
2009,109.43048229608,1,2,4,99.9,9.32,FALSE,"oir","fr",2
2002,108.035656795442,2,1,4,88.6,5.5,TRUE,"scorff","fr",2
2000,101.689864476732,1,2,4,106.4,9.89,TRUE,"corrib","ie",2
2004,147.102700448746,1,2,1,67.1,2.87,FALSE,"moy","ie",NA
2010,112.169648369496,2,2,2,79.7,3.15,FALSE,"scorff","fr",1
2003,82.0902426850534,1,1,2,83.3,5.62,FALSE,"scorff","fr",2
2003,87.0888110286454,1,2,3,97.4,6.96,TRUE,"corrib","ie",2
2016,159.141192418833,2,1,1,66.6,2.09,FALSE,"scorff","fr",NA
2002,93.450433614953,2,1,4,88.6,5.74,TRUE,"scorff","fr",2
2001,95.4693683435961,1,1,2,79,4.3,TRUE,"nivelle","fr",2
2003,154.756860915837,1,3,1,75.8,3.54,FALSE,"moy","ie",NA
2009,92.7997126697356,1,1,4,94.8,8.18,FALSE,"scorff","fr",1
2016,126.672302933732,2,1,2,87.6,4.2,FALSE,"moy","ie",2
2001,152.19500925619,1,2,1,75.7,3.57,FALSE,"moy","ie",NA
2007,128.707650686137,1,2,1,65.3,2.01,FALSE,"oir","fr",NA
2010,91.0431914821342,1,2,2,92.8,6.96,FALSE,"moy","ie",2
2003,92.3267614182292,2,1,2,76.1,2.86,FALSE,"scorff","fr",1
2003,111.447805875383,2,1,2,80.1,3.32,FALSE,"scorff","fr",2
2002,82.4531732266806,1,2,2,93.7,6.57,TRUE,"moy","ie",2
2017,99.7168237327317,1,1,2,71.3,3.7,TRUE,"scorff","fr",2
2007,109.329645275259,1,1,2,31.4173228346457,3.62,FALSE,"corrib","ie",2
2002,88.1630168999811,1,2,2,75.7,3.66,FALSE,"oir","fr",2
2013,159.071689826967,2,1,1,79.2,2.96,FALSE,"moy","ie",NA
2000,126.851749225781,1,1,1,69.1,2.43,FALSE,"scorff","fr",NA
2017,168.574253589778,2,1,1,67.8,1.82,FALSE,"moy","ie",NA
2009,144.779717405521,1,1,1,69.7,2.64,FALSE,"oir","fr",NA
2000,122.154267409426,2,1,2,98.6,6.15,FALSE,"moy","ie",2
2010,104.218441878233,1,1,3,97.7,7.94,FALSE,"corrib","ie",2
2012,150.328499761004,1,2,1,64.1,2.34,FALSE,"nivelle","fr",NA
2004,164.536445987569,2,2,1,70.5,2.28,FALSE,"scorff","fr",NA
2003,160.460477022869,2,2,1,60.9,1.44,FALSE,"corrib","ie",NA
2016,96.047323070246,2,1,2,81.7,4.09,FALSE,"scorff","fr",1
2009,154.916124793853,1,1,1,67.1,2.54,FALSE,"corrib","ie",NA
2000,109.559551715454,1,2,2,81.6,4.32,FALSE,"nivelle","fr",2
2003,136.907134270688,2,1,1,74.5,2.45,FALSE,"corrib","ie",NA
2016,158.048093913669,1,2,1,70.2,2.88,FALSE,"moy","ie",NA
2004,115.963234825555,1,1,2,86.4,5.08,FALSE,"corrib","ie",1
2009,116.34966185699,2,1,2,86.7,4.04,FALSE,"corrib","ie",2
2011,112.319196641684,1,2,2,78.3,4.1,TRUE,"corrib","ie",1
2007,150.907633133631,2,1,1,25.7086614173228,1.55,FALSE,"moy","ie",NA
2004,92.1117782866397,1,2,2,76,3.6,FALSE,"scorff","fr",2
2009,107.848875269375,2,1,2,85.2,4.49,FALSE,"corrib","ie",2
2013,166.319816271648,2,1,1,68.3,2.45,FALSE,"corrib","ie",NA
2014,121.688245006136,2,1,2,86.4,5.23,FALSE,"moy","ie",2
2016,121.517045589689,2,1,2,88.1,3.67,TRUE,"moy","ie",1
2008,119.893232416461,2,1,2,83.2,3.33,FALSE,"corrib","ie",2
2009,109.968979798692,2,2,2,82.5,3.7,FALSE,"corrib","ie",2
2009,169.45020372037,2,2,1,72.8,3,FALSE,"moy","ie",NA
2011,159.293007183022,1,2,1,64.8,2.55,FALSE,"scorff","fr",NA
2008,100.790417887443,1,1,2,88.5,5.69,FALSE,"corrib","ie",2
2003,106.786981625993,2,1,2,82.4,4.21,FALSE,"moy","ie",2
2001,109.309661882441,2,1,4,99.4,6.73,TRUE,"scorff","fr",2
2000,91.4774491121502,1,2,2,79.2,3.68,FALSE,"scorff","fr",1
2001,108.572169877099,1,1,2,79.4,3.64,FALSE,"scorff","fr",2
2001,112.235419724048,2,1,3,96.2,5.48,FALSE,"moy","ie",2
2004,138.817921943532,1,2,1,63.8,2.51,FALSE,"oir","fr",NA
2006,103.311808349868,2,2,3,77.9,2.98,FALSE,"oir","fr",1
2016,116.607693216169,2,1,2,79.3,3.35,FALSE,"moy","ie",2
2002,93.7537147633859,1,2,2,87.8,5.69,FALSE,"corrib","ie",1
2011,97.6215883332851,2,1,3,87.9,3.89,TRUE,"moy","ie",1
2001,141.824336268095,1,3,1,68.9,2.89,TRUE,"moy","ie",NA
2009,159.804245933039,1,2,1,71.4,2.73,FALSE,"corrib","ie",NA
2009,157.524990530635,1,1,1,67.1,2.51,FALSE,"nivelle","fr",NA
2011,161.382178743701,2,2,1,57.5,1.29,FALSE,"nivelle","fr",NA
2010,144.901781848368,2,1,1,70.1,2.33,FALSE,"corrib","ie",NA
2005,101.489971871568,2,1,3,100.8,7.58,FALSE,"moy","ie",2
